STRUCTURE_NUMBER_008,LOCATION_009,"coordinates (lat, lon)",_year_built,_super_cond,N_i,lambda_i,p_truck,s_elem,V_elem,V_age,s_des,V_des,Risk_truck,Risk_Rank,Risk_Level,Risk_Explanation,Street_View_URL
10750051005261.000,'2.0 MI N OF SH 56',"33.610592, -96.277817",2018,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.610592,-96.277817"
10750051006016.000,'2.3 MI NE OF SH 78',"33.647622, -96.165647",1969,7,0,0,0,1,0.666666667,1.6,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.647622,-96.165647"
10750051006017.000,'3.0 MI NE OF SH 78',"33.655825, -96.162656",1969,7,0,0,0,1,0.666666667,1.6,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.655825,-96.162656"
10750051006018.000,'3.3 MI NE OF SH 78',"33.659189, -96.158397",1969,7,0,0,0,1,0.666666667,1.6,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.659189,-96.158397"
10750054901014.000,'4.9 MI N OF SH 11',"33.543797, -96.214228",1958,,0,0,0,2,1,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.543797,-96.214228"
10750054901015.000,'3.6 MI NE OF SH 11',"33.525939, -96.223906",1958,,0,0,0,2,1,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.525939,-96.223906"
10750054901016.000,'2.7 MI NE OF SH 11',"33.514836, -96.230489",1958,,0,0,0,2,1,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.514836,-96.230489"
10750054901030.000,'0.5 MI N OF US 82',"33.612531, -96.191969",1970,,0,0,0,2,1,1.571428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.612531,-96.191969"
10750054901031.000,'1.1 MI S OF US 82',"33.588819, -96.192461",1970,,0,0,0,2,1,1.571428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.588819,-96.192461"
10750054901032.000,'0.02 MI N OF SH 56',"33.578081, -96.192367",1970,,0,0,0,2,1,1.571428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.578081,-96.192367"
10750054901034.000,'0.5 MI S OF SH 56',"33.565922, -96.202358",1974,,0,0,0,2,1,1.457142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.565922,-96.202358"
10750051005011.000,'1.8 MI N OF SH 56',"33.605242, -96.277808",1960,,0,0,0,2,1,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.605242,-96.277808"
10750017403035.000,'3.0 MI S OF SH 56',"33.540458, -95.920633",1934,,0,0,0,2,1,2.6,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.540458,-95.920633"
10750017403036.000,'1.3 MI S OF SH 56',"33.563878, -95.916383",1971,,0,0,0,2,1,1.542857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.563878,-95.916383"
10750017403046.000,'1.9 MI S OF FM 1550',"33.456192, -95.941856",2004,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.456192,-95.941856"
10750017403178.000,'1.9 MI S OF FM 1550',"33.456189, -95.942708",2023,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.456189,-95.942708"
10750017403179.000,'6.75 MI S OF SH 56',"33.492231, -95.942764",2023,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.492231,-95.942764"
10750017404023.000,'2.1 MI S OF FM 273',"33.762811, -95.916506",1952,,0,0,0,2,1,2.085714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.762811,-95.916506"
10750017404037.000,'4.8 MI S OF FM 2216',"33.660994, -95.909236",1984,7,0,0,0,1,0.666666667,1.171428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.660994,-95.909236"
10750017404038.000,'0.8 MI S OF FM 2216',"33.717708, -95.911281",1984,6,0,0,0,2,1,1.171428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.717708,-95.911281"
10750017404039.000,'0.1 MI N OF US 82',"33.599006, -95.9115",1991,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.599006,-95.911500"
10750017404042.000,'2.3 MI S OF FM 273',"33.759792, -95.915981",1994,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.759792,-95.915981"
10750017404043.000,'2.4 MI S OF FM 273',"33.758808, -95.915903",1994,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.758808,-95.915903"
10750017404044.000,'0.4 MI W OF LAMAR CL',"33.823611, -95.861033",1996,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.823611,-95.861033"
10750027904013.000,'0.3 MI SW OF SH 11',"33.4286, -96.168061",1936,,0,0,0,2,1,2.542857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.428600,-96.168061"
10750020202029.000,'0.9 MI SW OF SH 11',"33.489425, -96.360789",1958,7,0,0,0,1,0.666666667,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.489425,-96.360789"
10750020202030.000,'2.3 MI SW OF SH 11',"33.479336, -96.340783",1958,7,0,0,0,1,0.666666667,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.479336,-96.340783"
10750020203039.000,'0.1 MI S OF SH 78 (SOUTH)',"33.37845, -96.238233",1943,,0,0,0,2,1,2.342857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.378450,-96.238233"
10750020214025.000,'2.3 MI W OF SH 121',"33.463428, -96.362242",1952,,0,0,0,2,1,2.085714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.463428,-96.362242"
10750027902001.000,'2.4 MI N OF SH 121',"33.663372, -96.1812",1934,7,0,0,0,1,0.666666667,2.6,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.663372,-96.181200"
10750027902002.000,'0.9 MI N OF SH 121',"33.642114, -96.180425",1934,6,0,0,0,2,1,2.6,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.642114,-96.180425"
10750027902003.000,'0.7 MI N OF FM 898',"33.625964, -96.176567",1934,6,0,0,0,2,1,2.6,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.625964,-96.176567"
10750027902192.000,'10.5 MI N of US 82',"33.753208, -96.19635",2021,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.753208,-96.196350"
10750027903016.000,'0.3 MI S OF SH 56',"33.572306, -96.178161",1938,6,0,0,0,2,1,2.485714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.572306,-96.178161"
10750027903017.000,'0.8 MI S OF SH 56',"33.565842, -96.177728",1938,,0,0,0,2,1,2.485714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.565842,-96.177728"
10750027903018.000,'1.5 MI S OF SH 56',"33.555764, -96.176244",1938,,0,0,0,2,1,2.485714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.555764,-96.176244"
10750027903019.000,'2.4 MI S OF SH 56',"33.543669, -96.182397",1947,,0,0,0,2,1,2.228571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.543669,-96.182397"
10750027903020.000,'2.7 MI S OF SH 56',"33.540531, -96.179511",1947,5,0,0,0,3,1.333333333,2.228571429,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.540531,-96.179511"
10750020202028.000,'0.4 MI N OF SH 11',"33.506625, -96.37255",1958,7,0,0,0,1,0.666666667,1.914285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.506625,-96.372550"
10600013603137.000,'1.6 Mi. SE of FM 64',"33.362769, -95.722644",2016,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.362769,-95.722644"
10600013603138.000,'1.7 MI NE of FM 904',"33.302117, -95.845519",1967,,0,0,0,2,1,1.657142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.302117,-95.845519"
10600013603139.000,'3.0 MI NE of FM 904',"33.326739, -95.788417",1967,,0,0,0,2,1,1.657142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.326739,-95.788417"
DAPFORHOO000F65,'NEAR BLDG 3537',"31.134069, -97.777811",1970,,0,0,0,2,1,1.571428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.134069,-97.777811"
10600013604059.000,'0.80 MI NE OF FM 128',"33.394144, -95.672275",1938,6,0,0,0,2,1,2.485714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.394144,-95.672275"
10600013604061.000,'2.00 MI SW OF SH 19',"33.426547, -95.628947",1938,7,0,0,0,1,0.666666667,2.485714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.426547,-95.628947"
10600013604062.000,'0.40 MI NE OF SH 19',"33.449031, -95.599767",1938,6,0,0,0,2,1,2.485714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.449031,-95.599767"
10600013604101.000,'0.40 MI NE OF SH 19',"33.448883, -95.599481",1983,6,0,0,0,2,1,1.2,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.448883,-95.599481"
10600013604102.000,'0.15 MI S OF LAMAR C/L',"33.466842, -95.588303",1983,6,0,0,0,2,1,1.2,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.466842,-95.588303"
10600013604126.000,'0.15 MI SW OF FM 128',"33.385389, -95.683858",2009,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.385389,-95.683858"
10600013604127.000,'0.80 MI E OF FM 128',"33.393931, -95.672078",2009,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.393931,-95.672078"
10600013604128.000,'3.10 MI SW OF SH 19',"33.414669, -95.644022",2009,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.414669,-95.644022"
010600AA0194003,'0.9 MI W of SH 19',"33.411911, -95.619608",2019,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.411911,-95.619608"
10600013604130.000,'2.00 MI SW OF SH 19',"33.426125, -95.629044",2009,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.426125,-95.629044"
10600013604140.000,'0.15 MI S OF LAMAR C/L',"33.466906, -95.588092",2018,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.466906,-95.588092"
10600039903011.000,'1.70 MI S OF FM 128',"33.413189, -95.840089",1954,6,0,0,0,2,1,2.028571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.413189,-95.840089"
10600039903012.000,'5.0 MI W OF SH 24',"33.378011, -95.786308",1962,,0,0,0,2,1,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.378011,-95.786308"
10600039903013.000,'4.0 MI W OF SH 24',"33.377919, -95.7698",1962,7,0,0,0,1,0.666666667,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.377919,-95.769800"
10600039903014.000,'3.50 MI W OF SH 24',"33.3725, -95.768611",1962,,0,0,0,2,1,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.372500,-95.768611"
10600039903015.000,'2.0 MI W OF SH 24',"33.377667, -95.732564",1962,6,0,0,0,2,1,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.377667,-95.732564"
10600039903016.000,'1.70 MI W OF SH 24',"33.37765, -95.730025",1962,,0,0,0,2,1,1.8,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.377650,-95.730025"
10600040001016.000,'0.30 MI NW OF HOPKINS C/L',"33.357722, -95.595708",1948,7,0,0,0,1,0.666666667,2.2,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.357722,-95.595708"
10600040001030.000,'0.10 MI NW OF HOPKINS C/L',"33.3556, -95.594531",1986,6,0,0,0,2,1,1.114285714,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.355600,-95.594531"
10600040001031.000,'3.00 MI W OF SH 19',"33.368872, -95.655825",1990,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.368872,-95.655825"
10600040001032.000,'2.80 MI W OF SH 19',"33.368289, -95.653433",1990,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.368289,-95.653433"
10600013604129.000,'3.10 MI SW OF SH 19',"33.414825, -95.644264",2009,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.414825,-95.644264"
NCA6           ,'1520 HARRY WURZBACH RD  S',"29.476944, -98.424111",1993,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.476944,-98.424111"
000021521-00101,'RESERVOIR ROAD',"29.605833, -94.458",2005,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.605833,-94.458000"
000021521-00181,'OIL FIELD ROAD',"29.608167, -94.430333",2005,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.608167,-94.430333"
000021521-TMP20,'NE Corner Shoveler Pond',"29.614333, -94.5445",2012,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.614333,-94.544500"
000021525-00012,'CLAM LAKE ROAD',"29.6925, -94.080167",1950,7,0,0,0,1,0.666666667,2.142857143,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.692500,-94.080167"
000021525-00014,'ICWW LEVEE ROAD',"29.689167, -94.158167",1990,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.689167,-94.158167"
000021580-00092,'CENTRAL SERVICE ROAD',"33.7225, -96.777833",2004,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.722500,-96.777833"
000021580-00093,'CENTRAL SERVICE ROAD',"33.74, -96.759333",2005,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.740000,-96.759333"
000021594-62598,'1.2 MI. SE of HQ',"32.659167, -94.149333",2017,7,0,0,0,1,0.666666667,1,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.659167,-94.149333"
000021594-62610,'1.5 MI E of HQ',"32.6805, -94.145833",2018,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.680500,-94.145833"
000021594-68091,'2375 ft E of Ave. P',"32.679833, -94.137167",1950,5,0,0,0,3,1.333333333,2.142857143,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.679833,-94.137167"
000021594-68093,'600 N of 51st St',"32.682333, -94.135",1950,6,0,0,0,2,1,2.142857143,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.682333,-94.135000"
10600013603136.000,'3.2 Mi. SW of FM 64',"33.347969, -95.746161",2016,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.347969,-95.746161"
000021594-TMP06,'1.5 MI E of HQ',"32.669167, -94.140667",1950,5,0,0,0,3,1.333333333,2.142857143,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.669167,-94.140667"
000021594-TMP07,'2.3 MI. E of HQ',"32.664, -94.126333",1950,6,0,0,0,2,1,2.142857143,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.664000,-94.126333"
000021594-TMP08,'2.3 MI. E of HQ',"32.663667, -94.1255",1950,6,0,0,0,2,1,2.142857143,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.663667,-94.125500"
000021594-TMP09,'2.3 MI. E of HQ',"32.663167, -94.124333",1950,6,0,0,0,2,1,2.142857143,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.663167,-94.124333"
10000000033465.000,'2.1 MI N OF NFSR 221',"30.516253, -95.074097",2020,8,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.516253,-95.074097"
10600013603019.000,'1.50 MI NE OF HUNT C/L',"33.311647, -95.823425",1930,,0,0,0,2,1,2.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.311647,-95.823425"
10600013603026.000,'1.10 MI NE OF FM 2890',"33.335103, -95.767244",1934,,0,0,0,2,1,2.6,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.335103,-95.767244"
10600013603028.000,'1.60 MI SE of FM 64',"33.362592, -95.722389",1934,5,0,0,0,3,1.333333333,2.6,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.362592,-95.722389"
10600013603083.000,'0.60 MI SW OF FM 128',"33.382594, -95.692594",1967,,0,0,0,2,1,1.657142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.382594,-95.692594"
10600013603131.000,'3.44 MI NE of SH 50',"33.300992, -95.847772",2018,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.300992,-95.847772"
10600013603133.000,'3.8 Mi. NE of Hunt Co. Ln',"33.32005, -95.803642",2016,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.320050,-95.803642"
10600013603134.000,'3.9 Mi. NE of Hunt Co. Ln',"33.320683, -95.802175",2016,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.320683,-95.802175"
10600013603135.000,'4.0 Mi. NE of Hunt Co. Ln',"33.321067, -95.801292",2016,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.321067,-95.801292"
000021594-68096,'550 E of Ave P',"32.678167, -94.142833",1950,5,0,0,0,3,1.333333333,2.142857143,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.678167,-94.142833"
10600146305014.000,'0.40 MI NE OF SH 154',"33.37535, -95.659611",1968,6,0,0,0,2,1,1.628571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.375350,-95.659611"
10600146305015.000,'1.20 MI N OF SH 154',"33.382294, -95.651819",1968,,0,0,0,2,1,1.628571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.382294,-95.651819"
10600146305016.000,'0.90 MI W OF SH 19',"33.382758, -95.625722",1968,,0,0,0,2,1,1.628571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.382758,-95.625722"
10600146501002.000,'0.70 MI W OF FM 1533',"33.415261, -95.756175",1990,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.415261,-95.756175"
10600200303005.000,'1.30 MI N OF FM 2949',"33.477831, -95.686661",2010,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.477831,-95.686661"
10600238501001.000,'0.20 MI S OF SH 24',"33.309608, -95.819164",1960,,0,0,0,2,1,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.309608,-95.819164"
10600238501002.000,'2.10 MI S OF SH 24',"33.283264, -95.8242",1960,7,0,0,0,1,0.666666667,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.283264,-95.824200"
10600301502001.000,'1.3 MI N OF SH 24',"33.423903, -95.656686",1979,,0,0,0,2,1,1.314285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.423903,-95.656686"
010600AA0101002,'0.7 Mi SE of CR 26100',"33.486142, -95.788236",1970,6,0,0,0,2,1,1.571428571,4,1.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.486142,-95.788236"
010600AA0105001,'0.44 Mi W FM 1530',"33.399378, -95.746711",2001,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.399378,-95.746711"
010600AA0106001,'0.4 Mi W of FM 3388',"33.415736, -95.789372",2002,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.415736,-95.789372"
010600AA0106002,'0.8 Mi W of Rattan',"33.415753, -95.795892",2006,7,0,0,0,1,0.666666667,1,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.415753,-95.795892"
10600040001033.000,'2.20 MI W OF SH 19',"33.367086, -95.643369",1990,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.367086,-95.643369"
010600AA0112001,'0.3 Miles West of FM 64',"33.386253, -95.820844",2001,7,0,0,0,1,0.666666667,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.386253,-95.820844"
010600AA0128001,'1.6 Mi N of SH 24',"33.335397, -95.824983",1996,6,0,0,0,2,1,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.335397,-95.824983"
010600AA0129001,'0.2 Mi E of FM 904',"33.320483, -95.856622",1999,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.320483,-95.856622"
010600AA0138001,'0.25 Mi W of FM 1528',"33.330814, -95.762567",2013,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.330814,-95.762567"
010600AA0156002,'0.2 Mi S of FM 64',"33.375575, -95.783047",2013,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.375575,-95.783047"
010600AA0168001,'0.25 Mi W of FM 128',"33.426086, -95.691125",1999,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.426086,-95.691125"
010600AA0168002,'0.2 Mi W of FM 128',"33.426106, -95.691931",1999,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.426106,-95.691931"
010600AA0170002,'1.1 Mi W of FM 128',"33.445319, -95.724747",2001,7,0,0,0,1,0.666666667,1,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.445319,-95.724747"
010600AA0173002,'1.8 Mi E of FM 128',"33.473394, -95.726036",2003,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.473394,-95.726036"
010600AA0173003,'0.7 MI E of FM 128',"33.473397, -95.726056",2019,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.473397,-95.726056"
010600AA0180001,'1.1 Mi SW of FM 38',"33.472131, -95.783169",2004,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.472131,-95.783169"
010600AA0180002,'0.7 Mi SW of FM 38',"33.472106, -95.775586",2003,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.472106,-95.775586"
010600AA0187002,'0.6 MI E OF FM 1533',"33.434458, -95.736194",2019,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.434458,-95.736194"
