STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,bridge_hurricane_category,damage_level,max_sustained_wind_kt_nearby,max_sustained_wind_mph_nearby,V_des_hurr,V_scour_hurr,V_age_hurr,Risk_hurricane,Risk_Level,Risk_Explanation,Street_View_URL
080770AA0322001,'3.6 MI E OF FM 1085',32.66542222222222,-100.1587027777778,"32.665422, -100.158703",2014,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.665422,-100.158703"
080770AA0323001,'0.3 MI E OF CR 159',32.64108611111111,-100.15775,"32.641086, -100.157750",1940,0,No Risk,23.0,26.46794,1.3333333333333333,0.4,2.428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.641086,-100.157750"
081050097206010,'0.40 MI NE OF FM 618',33.03532222222222,-99.6609638888889,"33.035322, -99.660964",1962,0,No Risk,20.0,23.0156,1.0,0.4,1.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.035322,-99.660964"
080770AA0354001,'0.5 MI E OF SH 70',32.54142777777778,-100.37108333333332,"32.541428, -100.371083",2012,0,No Risk,0.0,0.0,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.541428,-100.371083"
080770AA0357002,'0.6 MI E OF CR 170',32.53395833333333,-100.25141666666669,"32.533958, -100.251417",2014,0,No Risk,23.0,26.46794,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.533958,-100.251417"
080770AA0358001,'0.7 MI E OF FM 1085',32.575525000000006,-100.15436944444446,"32.575525, -100.154369",1981,0,No Risk,23.0,26.46794,1.3333333333333333,0.4,1.2571428571428571,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.575525,-100.154369"
080770AA0361001,'1.2 MI S OF US 180',32.744261111111115,-100.28147777777778,"32.744261, -100.281478",1940,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,2.428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.744261,-100.281478"
081050036004017,'6.30 MI E OF US 277',33.17393333333333,-99.62926944444445,"33.173933, -99.629269",1938,0,No Risk,20.0,23.0156,1.0,0.4,2.4857142857142858,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.173933,-99.629269"
081050036004018,'6.40 MI E OF US 277',33.17458611111111,-99.627625,"33.174586, -99.627625",1938,0,No Risk,20.0,23.0156,1.0,0.4,2.4857142857142858,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.174586,-99.627625"
081050036004019,'9.20 MI E OF US 277',33.1767,-99.57865,"33.176700, -99.578650",1939,0,No Risk,20.0,23.0156,1.0,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.176700,-99.578650"
081050036004020,'10.15 MI E OF US 277',33.17655833333333,-99.56148611111112,"33.176558, -99.561486",1939,0,No Risk,20.0,23.0156,1.0,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.176558,-99.561486"
081050036004021,'11.50 MI E OF US 27',33.178038888888885,-99.53783333333332,"33.178039, -99.537833",1939,0,No Risk,20.0,23.0156,1.0,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.178039,-99.537833"
081050036004022,'13.20 MI E OF US 277',33.18094722222222,-99.50813055555555,"33.180947, -99.508131",1939,0,No Risk,20.0,23.0156,1.0,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.180947,-99.508131"
080770AA0348001,'0.95 MI E OF SH 70',32.58686388888889,-100.36751388888888,"32.586864, -100.367514",1950,0,No Risk,0.0,0.0,1.3333333333333333,0.4,2.142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.586864,-100.367514"
081280029605025,'4.05 MI  E OF US 83',32.75125833333333,-99.82825,"32.751258, -99.828250",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751258,-99.828250"
081280029605026,'7.45 MI  E OF US 83',32.75100277777778,-99.77116111111113,"32.751003, -99.771161",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751003,-99.771161"
081280029605027,'8.20 MI  E OF US 83',32.75094722222222,-99.758325,"32.750947, -99.758325",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750947,-99.758325"
081280029605028,'9.90 MI  E OF US 83',32.750791666666665,-99.72938333333332,"32.750792, -99.729383",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750792,-99.729383"
081280029605029,'10.6 MI  E OF US 83',32.75073888888889,-99.718,"32.750739, -99.718000",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750739,-99.718000"
081280029605031,'3.40 MI  E OF FM 600',32.75042222222222,-99.65644444444445,"32.750422, -99.656444",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750422,-99.656444"
081280029605049,'2.50 MI  E OF US 83',32.75136944444444,-99.85406111111112,"32.751369, -99.854061",1949,0,No Risk,23.0,26.46794,1.0,0.4,2.171428571428572,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751369,-99.854061"
081280029604040,'1.20 MI  W OF FM 126',32.75371111111111,-100.10425555555555,"32.753711, -100.104256",1947,0,No Risk,20.0,23.0156,1.0,0.4,2.2285714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.753711,-100.104256"
081280029604041,'JCT US180 & FM126',32.75783888888889,-100.08486666666666,"32.757839, -100.084867",1947,0,No Risk,20.0,23.0156,1.0,0.4,2.2285714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.757839,-100.084867"
081150000506089,'9.2 MI E OF US 87',32.28518333333333,-101.33823333333332,"32.285183, -101.338233",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.285183,-101.338233"
081280029604043,'3.70 MI  W OF US 83',32.751333333333335,-99.95976111111112,"32.751333, -99.959761",1947,0,No Risk,23.0,26.46794,1.0,0.4,2.2285714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751333,-99.959761"
081280029604044,'2.30 MI  W OF US 83',32.751925,-99.93565555555556,"32.751925, -99.935656",1947,0,No Risk,23.0,26.46794,1.0,0.4,2.2285714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751925,-99.935656"
081280029604045,'1.75 MI  W OF US 83',32.7519,-99.92697777777778,"32.751900, -99.926978",1926,0,No Risk,23.0,26.46794,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751900,-99.926978"
081280029604046,'0.50 MI  W OF US 83',32.751669444444445,-99.90566666666668,"32.751669, -99.905667",1926,0,No Risk,23.0,26.46794,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751669,-99.905667"
081280029605022,'0.80 MI  E OF US 83',32.75149444444445,-99.88269722222222,"32.751494, -99.882697",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751494,-99.882697"
081280015705033,'3.70 MI N OF US 18',32.79805833333333,-99.87659166666666,"32.798058, -99.876592",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.798058,-99.876592"
081280015705036,'2.40 MI S OF SH 92',32.89320277777778,-99.85440277777778,"32.893203, -99.854403",1966,0,No Risk,20.0,23.0156,1.0,0.4,1.6857142857142855,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.893203,-99.854403"
081280015705038,'4.40 MI N OF US 180',32.806286111111106,-99.8725,"32.806286, -99.872500",1966,0,No Risk,20.0,23.0156,1.0,0.4,1.6857142857142855,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.806286,-99.872500"
081280015705048,'1.10 MI  S OF HASKELL CL',32.94445,-99.81341388888887,"32.944450, -99.813414",1987,0,No Risk,20.0,23.0156,2.0,0.4,1.0857142857142856,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.944450,-99.813414"
081280015705049,'1.10 MI  S OF HASKELL CL',32.94464444444444,-99.81306388888888,"32.944644, -99.813064",1987,0,No Risk,20.0,23.0156,2.0,0.4,1.0857142857142856,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.944644,-99.813064"
081280029604042,'4.20 MI  W OF US 83',32.750572222222225,-99.96810277777776,"32.750572, -99.968103",1926,0,No Risk,23.0,26.46794,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750572,-99.968103"
081280003304069,'3.85 MI NW OF FM 1661',32.83615555555556,-100.00677222222222,"32.836156, -100.006772",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.836156,-100.006772"
081280003305013,'0.75 MI  S OF US 180',32.74131666666667,-99.89689444444446,"32.741317, -99.896894",1931,0,No Risk,23.0,26.46794,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.741317,-99.896894"
081280003305016,'3.00 MI NW OF FM 3034',32.55731944444444,-99.7838,"32.557319, -99.783800",1931,0,No Risk,23.0,26.46794,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.557319,-99.783800"
081280003305017,'2.45 MI NW OF FM 3034',32.55158333333333,-99.77800833333332,"32.551583, -99.778008",1931,0,No Risk,23.0,26.46794,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.551583,-99.778008"
081280003305026,'0.20 MI NW OF FM 3034',32.52505,-99.75626944444444,"32.525050, -99.756269",1931,0,No Risk,23.0,26.46794,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.525050,-99.756269"
081150B05560001,'0.1 MI S OF IH 20',32.26128611111111,-101.45478333333334,"32.261286, -101.454783",2005,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.261286,-101.454783"
081150B05560002,'0.20 MI S OF FM 700',32.23945277777778,-101.44803888888887,"32.239453, -101.448039",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.239453,-101.448039"
081280003304004,'0.30 MI SE OF FM 57',32.872875,-100.12237777777776,"32.872875, -100.122378",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.872875,-100.122378"
081280003304005,'AT US 83/FM 126 INT',32.86791388888889,-100.10836388888887,"32.867914, -100.108364",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.867914,-100.108364"
081280003304006,'2.45 MI SE OF FM 57',32.86541944444445,-100.0881611111111,"32.865419, -100.088161",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.865419,-100.088161"
081280029605023,'1.20 MI  E OF US 83',32.75145833333333,-99.87634444444444,"32.751458, -99.876344",1927,0,No Risk,23.0,26.46794,1.0,0.4,2.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751458,-99.876344"
081280003304008,'3.25 MI NW OF FM 1661',32.83101111111112,-99.99916388888887,"32.831011, -99.999164",1996,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.831011,-99.999164"
081280003304009,'4.20 MI NW OF US83/277INT',32.804227777777776,-99.95956111111111,"32.804228, -99.959561",1931,0,No Risk,20.0,23.0156,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.804228,-99.959561"
081150187202002,'4.80 MI E OF FM 669',32.46792777777778,-101.41529722222222,"32.467928, -101.415297",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.467928,-101.415297"
081150232801002,'2.0 MI E OF FM 821',32.14159166666666,-101.18828333333332,"32.141592, -101.188283",1960,0,No Risk,20.0,23.0156,1.0,0.4,1.8571428571428568,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.141592,-101.188283"
081150AA0148001,'0.4 MI W OF FM 669',32.52285277777778,-101.50404444444445,"32.522853, -101.504044",1987,0,No Risk,20.0,23.0156,1.0,0.4,1.0857142857142856,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.522853,-101.504044"
081150AA0170001,'3.0 MI N OF CR 26',32.40314444444444,-101.23345555555557,"32.403144, -101.233456",1989,0,No Risk,20.0,23.0156,1.0,0.4,1.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.403144,-101.233456"
081150AA0175001,'2.0 MI N OF SH 350',32.39927222222222,-101.38772222222222,"32.399272, -101.387722",2004,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.399272,-101.387722"
081150AA0209001,'1.1 MI S OF RM 33',32.15488333333333,-101.47529444444444,"32.154883, -101.475294",1989,0,No Risk,20.0,23.0156,1.0,0.4,1.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.154883,-101.475294"
081150AA0214001,'0.9 MI S OF FM 818',32.14850555555555,-101.50876666666667,"32.148506, -101.508767",1989,0,No Risk,20.0,23.0156,1.0,0.4,1.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.148506,-101.508767"
081150AA0237001,'1.9 MI S OF IH 20',32.24885277777778,-101.3623861111111,"32.248853, -101.362386",1977,0,No Risk,20.0,23.0156,1.0,0.4,1.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.248853,-101.362386"
081280003304007,'5.65 MI NW OF FM 1661',32.85166666666667,-100.02971388888888,"32.851667, -100.029714",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.851667,-100.029714"
081280097207012,'1.80 MI  N OF FM 142',32.94865833333333,-99.63728055555556,"32.948658, -99.637281",1962,0,No Risk,20.0,23.0156,1.0,0.4,1.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.948658,-99.637281"
081280097207013,'1.35 MI  N OF FM 142',32.94653333333333,-99.6438388888889,"32.946533, -99.643839",1962,0,No Risk,20.0,23.0156,1.0,0.4,1.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.946533,-99.643839"
081280097207014,'0.75 MI  N OF FM 142',32.941694444444444,-99.65074722222222,"32.941694, -99.650747",1962,0,No Risk,20.0,23.0156,1.0,0.4,1.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.941694,-99.650747"
081280097408014,'0.07 MI  E OF FM 1082',32.56227222222222,-99.65533333333336,"32.562272, -99.655333",1993,0,No Risk,23.0,26.46794,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.562272,-99.655333"
081280048401004,'1.20 MI  N OF FM 1812',32.644241666666666,-99.92649444444444,"32.644242, -99.926494",1987,0,No Risk,23.0,26.46794,1.0,0.4,1.0857142857142856,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.644242,-99.926494"
081280048401005,'0.30 MI S OF FM 1812',32.621344444444446,-99.92009166666666,"32.621344, -99.920092",2022,0,No Risk,23.0,26.46794,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.621344,-99.920092"
081280073301010,'0.35 MI  N OF US 180',32.7623,-100.08599444444444,"32.762300, -100.085994",1953,0,No Risk,20.0,23.0156,1.0,0.4,2.057142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.762300,-100.085994"
081280073301011,'6.01 MI  S OF US 83',32.78948611111111,-100.0941,"32.789486, -100.094100",1953,0,No Risk,20.0,23.0156,1.0,0.4,2.057142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.789486,-100.094100"
081280073301021,'4.35 MI S OF US 83',32.80866388888889,-100.1050972222222,"32.808664, -100.105097",1995,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.808664,-100.105097"
081280073302017,'1.45 MI  N OF FM 1812',32.6216,-100.05769166666668,"32.621600, -100.057692",1954,0,No Risk,23.0,26.46794,1.0,0.4,2.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.621600,-100.057692"
081280015705050,'0.30 MI  S OF HASKELL CL',32.95538055555556,-99.80921388888888,"32.955381, -99.809214",1987,0,No Risk,20.0,23.0156,1.0,0.4,1.0857142857142856,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.955381,-99.809214"
081280073302022,'5.30 MI  N OF FM 1812',32.67475833333333,-100.07274166666666,"32.674758, -100.072742",1995,0,No Risk,23.0,26.46794,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.674758,-100.072742"
081280029605050,'5.30 MI  E OF FM 600',32.751977777777775,-99.62485277777778,"32.751978, -99.624853",1957,0,No Risk,23.0,26.46794,1.3333333333333333,0.4,1.9428571428571428,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751978,-99.624853"
081280029605052,'5.30 MI  E OF FM 600',32.752119444444446,-99.62500833333333,"32.752119, -99.625008",1971,0,No Risk,23.0,26.46794,2.0,0.4,1.5428571428571427,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.752119,-99.625008"
081280031703001,'0.05 MI SW OF US 83',32.87552222222222,-100.12488333333332,"32.875522, -100.124883",1939,0,No Risk,20.0,23.0156,1.0,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.875522,-100.124883"
081280031801002,'2.05 MI  E OF FM 1661',32.923066666666664,-99.91731944444444,"32.923067, -99.917319",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.923067,-99.917319"
081280031801003,'6.50 MI  E OF FM 1661',32.92301111111111,-99.841625,"32.923011, -99.841625",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.923011,-99.841625"
081280031801015,'3.95 MI  E OF FM 1835',32.909819444444445,-100.04439444444444,"32.909819, -100.044394",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.909819,-100.044394"
081280031801016,'3.80 MI  E OF FM 1661',32.92277222222222,-99.88787222222224,"32.922772, -99.887872",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.922772,-99.887872"
081280031803020,'0.41 MI E OF FISHER C/L',32.88256944444444,-100.13960833333334,"32.882569, -100.139608",2004,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.882569,-100.139608"
081280253701001,'1.24 MI NE OF SH 6',32.906127777777776,-99.73844166666667,"32.906128, -99.738442",1943,0,No Risk,20.0,23.0156,1.0,0.4,2.3428571428571425,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.906128,-99.738442"
081280073302018,'0.70 MI  N OF FM 605',32.54311944444444,-100.01274722222222,"32.543119, -100.012747",1954,0,No Risk,23.0,26.46794,1.0,0.4,2.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.543119,-100.012747"
081280029604020,'6.60 MI  W OF US 83',32.750033333333334,-100.01032777777776,"32.750033, -100.010328",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750033,-100.010328"
081280029604021,'2.10 MI  W OF US 83',32.751916666666666,-99.93258888888889,"32.751917, -99.932589",1926,0,No Risk,23.0,26.46794,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751917,-99.932589"
081280010701003,'0.85 MI NW OF FM 1636',32.87916388888889,-99.72786944444444,"32.879164, -99.727869",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.879164,-99.727869"
081280010701004,'6.60 MI NW OF FM 1597',32.863733333333336,-99.70961111111112,"32.863733, -99.709611",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.863733,-99.709611"
081280010701005,'6.45 MI NW OF FM 1597',32.86226111111111,-99.70788888888887,"32.862261, -99.707889",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.862261,-99.707889"
081280010701006,'1.75 MI NW OF FM 1597',32.81462777777777,-99.65173055555556,"32.814628, -99.651731",1926,0,No Risk,23.0,26.46794,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.814628,-99.651731"
081280015705028,'1.40 MI S OF SH 92',32.90524444444444,-99.84476666666666,"32.905244, -99.844767",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.905244,-99.844767"
081280015705029,'2.40 MI S OF SH 92',32.89328888888889,-99.8546472222222,"32.893289, -99.854647",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.893289,-99.854647"
081280015705030,'2.90 MI S OF SH 92',32.88778611111111,-99.85728055555556,"32.887786, -99.857281",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.887786,-99.857281"
081280015705031,'4.40 MI N OF US 18',32.80621111111111,-99.87224166666664,"32.806211, -99.872242",1929,0,No Risk,20.0,23.0156,1.0,0.4,2.742857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.806211,-99.872242"
081280097203017,'1.86 MI  N OF FM 2833',32.559891666666665,-99.65674444444446,"32.559892, -99.656744",1992,0,No Risk,23.0,26.46794,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.559892,-99.656744"
081280097408016,'1.27 MI  E OF FM 1082',32.56219722222222,-99.63453333333334,"32.562197, -99.634533",1993,0,No Risk,23.0,26.46794,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.562197,-99.634533"
081280097501001,'1.54 MI  E OF FM 126',32.53849722222222,-99.98397777777778,"32.538497, -99.983978",1950,0,No Risk,23.0,26.46794,1.0,0.4,2.142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.538497,-99.983978"
081280097502003,'0.55 MI  W OF FM 600',32.60701388888889,-99.7016277777778,"32.607014, -99.701628",1981,0,No Risk,23.0,26.46794,2.0,0.4,1.2571428571428571,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.607014,-99.701628"
081280136001003,'1.45 MI  S OF FM 1636',32.84758333333333,-99.79982777777778,"32.847583, -99.799828",1952,0,No Risk,20.0,23.0156,1.0,0.4,2.0857142857142854,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.847583,-99.799828"
081280136001005,'4.36 MI  S OF SH 6',32.88255,-99.79974722222222,"32.882550, -99.799747",1954,0,No Risk,20.0,23.0156,1.0,0.4,2.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.882550,-99.799747"
081280165401003,'2.30 MI  S OF SH 92',32.890997222222225,-99.95299444444444,"32.890997, -99.952994",1979,0,No Risk,20.0,23.0156,1.0,0.4,1.3142857142857145,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.890997,-99.952994"
081280203201001,'1.15 MI  N OF US 180',32.767091666666666,-99.71340833333332,"32.767092, -99.713408",1956,0,No Risk,23.0,26.46794,1.0,0.4,1.9714285714285715,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767092,-99.713408"
081280074101002,'1.95 MI  S OF FM 142',32.90275833333333,-99.65181944444446,"32.902758, -99.651819",1954,0,No Risk,20.0,23.0156,1.0,0.4,2.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.902758,-99.651819"
081280097202008,'0.47 MI  E OF FM 600',32.93085,-99.64291111111112,"32.930850, -99.642911",1959,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.930850,-99.642911"
