STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,bridge_hurricane_category,damage_level,max_sustained_wind_kt_nearby,max_sustained_wind_mph_nearby,V_des_hurr,V_scour_hurr,V_age_hurr,Risk_hurricane,Risk_Level,Risk_Explanation,Street_View_URL
121020027107625,'0.9 Mi W of Voss Rd',29.784372222222224,-95.51397222222222,"29.784372, -95.513972",2005,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.784372,-95.513972"
121020005102014,'0.15 MILE NW OF FM 2351',29.581805555555555,-95.15931388888887,"29.581806, -95.159314",2008,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.581806,-95.159314"
121020027107626,'2.5 MI W OF IH 610',29.784177777777774,-95.49429722222224,"29.784178, -95.494297",2006,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.784178,-95.494297"
121020098101022,'1.00 MI W  OF IH 45',29.52405,-95.14551111111112,"29.524050, -95.145511",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.524050,-95.145511"
121020098101021,'0.20 MI SW OF IH 45',29.526869444444444,-95.13316944444443,"29.526869, -95.133169",1995,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.526869,-95.133169"
132350008901217,'0.35 MI SW OF RA ENTRANCE',28.890541666666667,-96.82425555555557,"28.890542, -96.824256",1990,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.890542,-96.824256"
121020AA2380001,'0.40 MI W  OF N FRY RD',29.845766666666663,-95.72632777777778,"29.845767, -95.726328",2004,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.845767,-95.726328"
120850C00017064,'0.5 MI N OF N 25TH AVE',29.415127777777776,-94.89370555555556,"29.415128, -94.893706",2022,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.415128,-94.893706"
120800002708018,'0.15 MI E OF SH 6',29.614825,-95.64663055555556,"29.614825, -95.646631",2007,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.614825,-95.646631"
120800002708017,'0.25 MI E OF SH 6',29.615330555555555,-95.64567222222225,"29.615331, -95.645672",2007,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.615331,-95.645672"
201220006503158,'10.25 MI N OF SH 62',30.58040833333333,-93.92065555555556,"30.580408, -93.920656",2004,2,Moderate,89.0,102.41942,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.580408,-93.920656"
201220006503157,'4.10 MI N  OF SH 62',30.497833333333336,-93.94973888888887,"30.497833, -93.949739",2004,2,Moderate,89.0,102.41942,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.497833,-93.949739"
121020AA0202001,'2.0 MI W OF KATY HOCKLEY',29.920997222222223,-95.84040277777775,"29.920997, -95.840403",2011,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.920997,-95.840403"
111870119301014,'1.65 MI SE OF US 59',30.816633333333336,-94.84833611111112,"30.816633, -94.848336",1991,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.816633,-94.848336"
121020AA0595002,'0.10 MI E  OF BARKER-CYPR',29.812066666666663,-95.685075,"29.812067, -95.685075",2000,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.812067,-95.685075"
121020AA0234001,'0.20 MI E  OF PITTS RD',29.831141666666667,-95.83689444444444,"29.831142, -95.836894",1991,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.831142,-95.836894"
222400358602006,'2.43 MI W OF FM 3338',26.034722222222225,-97.54334444444444,"26.034722, -97.543344",1999,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.034722,-97.543344"
132350AA0189001,'1.5MI S OF KEMPER CITY RD',28.647394444444444,-97.13615,"28.647394, -97.136150",1969,4,Very High,115.0,132.3397,1.0,0.4,1.6,0.1338465311407336,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.647394,-97.136150"
161490120702004,'2.0 MI SW OF IH 37',28.14146111111111,-97.88346944444446,"28.141461, -97.883469",1930,3,High,105.0,120.8319,1.0,0.4,2.7142857142857144,0.1336156674170198,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.141461,-97.883469"
161780C00445001,'1.00 MI W OF BUS 77',27.783411111111118,-97.68479722222224,"27.783411, -97.684797",1930,3,High,105.0,120.8319,1.0,0.4,2.7142857142857144,0.1336156674170198,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.783411,-97.684797"
201240093201009,'0.05 MI E OF SPUR 93',29.91937777777778,-94.01945,"29.919378, -94.019450",1951,3,High,100.0,115.078,1.0,0.4,2.1142857142857143,0.1335021418883402,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.919378,-94.019450"
201810078404002,'3.05 MI W  OF FM 105',30.19533055555556,-94.07019722222222,"30.195331, -94.070197",1951,3,High,100.0,115.078,1.0,0.4,2.1142857142857143,0.1335021418883402,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.195331,-94.070197"
201810078404003,'2.15 MI W  OF FM 105',30.191997222222223,-94.05571388888887,"30.191997, -94.055714",1951,3,High,100.0,115.078,1.0,0.4,2.1142857142857143,0.1335021418883402,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.191997,-94.055714"
160890069103010,'3.80 MI NW OF US 59',28.638319444444445,-97.50653611111112,"28.638319, -97.506536",1951,3,High,105.0,120.8319,1.0,0.4,2.1142857142857143,0.1335021418883402,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.638319,-97.506536"
210310105703021,'1.20 MI NE OF BU 77',26.13549722222222,-97.597475,"26.135497, -97.597475",1975,1,Low,83.0,95.51474,2.0,1.2,1.4285714285714286,0.1333553749713971,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.135497,-97.597475"
210310105703020,'0.20 MI NE OF BU 77',26.1243,-97.60743888888888,"26.124300, -97.607439",1975,1,Low,83.0,95.51474,2.0,1.2,1.4285714285714286,0.1333553749713971,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.124300,-97.607439"
161960142301003,'1.45 MI W OF FM 629',28.157230555555557,-97.32653888888888,"28.157231, -97.326539",1955,4,Very High,115.0,132.3397,1.0,0.4,2.0,0.1333332230909188,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.157231,-97.326539"
161780226302004,'0.80 MI SE OF COMMERCIAL',27.89531388888889,-97.1319,"27.895314, -97.131900",1959,4,Very High,115.0,132.3397,1.3333333333333333,0.4,1.8857142857142857,0.1333204801075865,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.895314,-97.131900"
161780061702048,'4.35 MI E OF SH 358',27.63178333333333,-97.23246944444443,"27.631783, -97.232469",1981,4,Very High,115.0,132.3397,2.0,0.4,1.2571428571428571,0.1333204801075865,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.631783,-97.232469"
121020B49009007,'2.70 MI E  OF S POST OAK',29.62821388888889,-95.42173055555556,"29.628214, -95.421731",1969,2,Moderate,95.0,109.3241,1.0,1.2,1.6,0.1332743677404353,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.628214,-95.421731"
121020005106033,'0.5 MI E OF IH 45',29.670136111111116,-95.25931388888888,"29.670136, -95.259314",1964,2,Moderate,95.0,109.3241,1.0,1.2,1.7428571428571429,0.1330621912118323,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.670136,-95.259314"
160890AA0155001,'2.30 MI N OF FM 622',28.762533333333334,-97.34279722222222,"28.762533, -97.342797",1975,3,High,105.0,120.8319,2.0,0.4,1.4285714285714286,0.1330246966543219,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.762533,-97.342797"
132350251601003,'6.37 MI S OF US 59',28.82944722222222,-96.74108611111112,"28.829447, -96.741086",1963,3,High,105.0,120.8319,1.3333333333333333,0.4,1.7714285714285714,0.1325536686707152,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.829447,-96.741086"
201240073902004,'0.6 MI E OF FM 365',29.93750555555556,-94.26131666666669,"29.937506, -94.261317",1961,3,High,100.0,115.078,1.0,0.4,1.8285714285714287,0.1324639437606133,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.937506,-94.261317"
201240073902007,'4.1 MI NE OF FM 365',29.97428333333333,-94.22146666666669,"29.974283, -94.221467",1961,3,High,100.0,115.078,1.0,0.4,1.8285714285714287,0.1324639437606133,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.974283,-94.221467"
201240073902006,'4.1 MI NE OF FM 365',29.97462222222222,-94.22140555555556,"29.974622, -94.221406",1961,3,High,100.0,115.078,1.0,0.4,1.8285714285714287,0.1324639437606133,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.974622,-94.221406"
120200AA0887005,'0.30 MI NE OF CR 459',29.09446111111111,-95.28379722222222,"29.094461, -95.283797",1969,2,Moderate,95.0,109.3241,1.3333333333333333,0.4,1.6,0.1324613540932721,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.094461,-95.283797"
130290B00355001,'0.01 MI N OF NEWLIN ST',28.624541666666666,-96.6310861111111,"28.624542, -96.631086",1992,4,Very High,115.0,132.3397,2.0,0.4,1.0,0.1323642913057529,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.624542,-96.631086"
130290D00015002,'0.10 MI W of MAIN STREET',28.408319444444444,-96.71239444444444,"28.408319, -96.712394",2014,4,Very High,115.0,132.3397,2.0,0.4,1.0,0.1323642913057529,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.408319,-96.712394"
202290182801007,'7.80 MI E  OF US 69',30.60285,-94.286375,"30.602850, -94.286375",1958,1,Low,65.0,74.80069999999999,1.0,1.2,1.914285714285714,0.1323039191302765,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.602850,-94.286375"
120200100301014,'0.15 MI S OF SH 332',28.97977222222222,-95.3385611111111,"28.979772, -95.338561",1980,2,Moderate,95.0,109.3241,2.0,0.4,1.2857142857142856,0.1322460103224718,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.979772,-95.338561"
201810002814102,'0.95 MI E  OF US 87',30.118694444444444,-93.73143333333334,"30.118694, -93.731433",1959,3,High,100.0,115.078,1.3333333333333333,0.4,1.8857142857142857,0.132224486078135,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.118694,-93.731433"
201240C01790012,'1.2 MI NE OF US 69',29.950905555555558,-93.96994444444444,"29.950906, -93.969944",1981,3,High,100.0,115.078,2.0,0.4,1.2571428571428571,0.132224486078135,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.950906,-93.969944"
160130008705018,'0.1 MI NE OF FM 796',28.17311388888889,-97.75362777777778,"28.173114, -97.753628",1931,3,High,105.0,120.8319,1.0,0.4,2.685714285714286,0.1322091867073669,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.173114,-97.753628"
162050008704017,'5.0 MI NE OF IH 37',28.16406111111111,-97.7622638888889,"28.164061, -97.762264",1931,3,High,105.0,120.8319,1.0,0.4,2.685714285714286,0.1322091867073669,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.164061,-97.762264"
160130008705019,'3.3 MI NE OF FM 796',28.208127777777776,-97.72025,"28.208128, -97.720250",1931,3,High,105.0,120.8319,1.0,0.4,2.685714285714286,0.1322091867073669,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.208128,-97.720250"
160130008705020,'5.2 MI NE OF FM 796',28.229197222222226,-97.70011944444444,"28.229197, -97.700119",1931,3,High,105.0,120.8319,1.0,0.4,2.685714285714286,0.1322091867073669,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.229197,-97.700119"
201240AA0116002,'2.10 MI N OF US 90',30.079330555555558,-94.31298055555555,"30.079331, -94.312981",1975,3,High,100.0,115.078,1.0,0.4,1.4285714285714286,0.1321927483376054,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.079331,-94.312981"
201240AA0606001,'1.44 MI N OF US 90',30.070922222222222,-94.314125,"30.070922, -94.314125",1975,3,High,100.0,115.078,1.0,0.4,1.4285714285714286,0.1321927483376054,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.070922,-94.314125"
111870AA0419001,'0.45 MI NW of FM 356',30.8388,-95.1361,"30.838800, -95.136100",2013,2,Moderate,85.0,97.8163,1.3333333333333333,1.2,1.0,0.1321831407682993,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.838800,-95.136100"
201240050804200,'0.8 MI NE OF US 69',29.926022222222223,-93.94578333333334,"29.926022, -93.945783",1968,3,High,100.0,115.078,2.0,0.4,1.6285714285714286,0.1320054968615428,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.926022,-93.945783"
201240050804199,'0.8 MI NE OF US 69',29.92585833333333,-93.94563333333332,"29.925858, -93.945633",1968,3,High,100.0,115.078,2.0,0.4,1.6285714285714286,0.1320054968615428,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.925858,-93.945633"
201240050804236,'0.4 MI SW OF FM 366',29.943,-93.8907527777778,"29.943000, -93.890753",1972,3,High,100.0,115.078,2.0,0.4,1.5142857142857142,0.1318740658378588,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.943000,-93.890753"
201240030603025,'0.45 MI SW OF FM 366',29.94323888888889,-93.89104166666668,"29.943239, -93.891042",1972,3,High,100.0,115.078,2.0,0.4,1.5142857142857142,0.1318740658378588,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.943239,-93.891042"
201240030603022,'0.7 MI NE OF SH 87',29.948516666666663,-93.88559722222224,"29.948517, -93.885597",1972,3,High,100.0,115.078,2.0,0.4,1.5142857142857142,0.1318740658378588,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.948517,-93.885597"
201240050804237,'0.4 MI SW OF FM 366',29.94288333333333,-93.890575,"29.942883, -93.890575",1972,3,High,100.0,115.078,2.0,0.4,1.5142857142857142,0.1318740658378588,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.942883,-93.890575"
161490007402155,'0.5 MI N OF HAILEY RCH RD',28.29161388888889,-97.969425,"28.291614, -97.969425",1975,2,Moderate,85.0,97.8163,1.0,1.2,1.4285714285714286,0.1318575665299537,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.291614,-97.969425"
121020B48674001,'0.55 MI SW OF BW 8',29.93443611111111,-95.28982222222224,"29.934436, -95.289822",1975,2,Moderate,91.0,104.72098,1.0,1.2,1.4285714285714286,0.1318575665299537,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.934436,-95.289822"
121020B64305005,'0.40 MI W OF IH 45',29.845252777777777,-95.39988055555555,"29.845253, -95.399881",1975,2,Moderate,91.0,104.72098,1.0,1.2,1.4285714285714286,0.1318575665299537,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.845253,-95.399881"
161960037102073,'0.8 MI S OF VICTORIA C/L',28.519902777777776,-97.04557222222222,"28.519903, -97.045572",1986,4,Very High,115.0,132.3397,2.0,0.4,1.1142857142857143,0.1317456207449295,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.519903,-97.045572"
201810002811067,'0.4 MI W OF FM 1132',30.129375,-93.96507777777778,"30.129375, -93.965078",1952,3,High,100.0,115.078,1.0,0.4,2.0857142857142854,0.1316980588898491,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.129375,-93.965078"
161290C00372001,'0.1 MI W OF US 181 BUS',28.814597222222226,-97.84886944444445,"28.814597, -97.848869",1978,2,Moderate,85.0,97.8163,2.0,1.2,1.342857142857143,0.1315971071392773,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.814597,-97.848869"
161780B00700001,'1.0 MI S OF SH 358',27.702191666666668,-97.39214444444444,"27.702192, -97.392144",1959,4,Very High,115.0,132.3397,1.0,0.4,1.8857142857142857,0.1315059463525405,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.702192,-97.392144"
131210B00310001,'0.50 MI NE OF FM 1822',28.96884722222222,-96.6485388888889,"28.968847, -96.648539",1970,2,Moderate,85.0,97.8163,2.0,0.4,1.5714285714285714,0.1314960628347261,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.968847,-96.648539"
201460109602025,'3.8 MI SW OF HARDIN C/L',30.143094444444444,-94.648525,"30.143094, -94.648525",1970,2,Moderate,91.0,104.72098,2.0,0.4,1.5714285714285714,0.1314960628347261,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.143094,-94.648525"
212450AA0142001,'1.0 MI E OF JCT US 77',26.430019444444447,-97.76812777777778,"26.430019, -97.768128",1984,3,High,110.0,126.5858,2.0,0.4,1.1714285714285717,0.1314846874717579,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.430019,-97.768128"
201010020009061,'1.70 MI S  OF FM 3063',30.48149722222222,-94.39478055555556,"30.481497, -94.394781",1957,2,Moderate,85.0,97.8163,1.3333333333333333,0.4,1.9428571428571428,0.1314602892896979,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.481497,-94.394781"
162050037104065,'1.20 MI NE OF SH 188',28.049336111111117,-97.51943055555556,"28.049336, -97.519431",1979,4,Very High,115.0,132.3397,2.0,0.4,1.3142857142857145,0.1313930806165807,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.049336,-97.519431"
160130120703002,'3.2 MI S OF US 59',28.31863611111111,-97.8065111111111,"28.318636, -97.806511",1931,3,High,105.0,120.8319,1.3333333333333333,0.4,2.685714285714286,0.1313930806165807,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.318636,-97.806511"
160130120703003,'5.3 MI S OF US 59',28.28870277777778,-97.80621111111112,"28.288703, -97.806211",1931,3,High,105.0,120.8319,1.3333333333333333,0.4,2.685714285714286,0.1313930806165807,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.288703,-97.806211"
201240020016299,'0.4 MI NW OF 39TH ST',29.91851388888889,-93.95534166666668,"29.918514, -93.955342",1963,3,High,100.0,115.078,1.3333333333333333,0.4,1.7714285714285714,0.1313327800081311,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.918514,-93.955342"
210310032708031,'4.00 MI NW OF FM 508',26.295883333333336,-97.76460555555556,"26.295883, -97.764606",1974,3,High,100.0,115.078,2.0,0.4,1.457142857142857,0.130952296337702,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.295883,-97.764606"
162050008703015,'1.35 MI SW OF FM 666',28.07428055555556,-97.8358472222222,"28.074281, -97.835847",1932,3,High,105.0,120.8319,1.0,0.4,2.657142857142857,0.1308027059977141,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.074281,-97.835847"
211090022001010,'0.95 MI W OF FM 493',26.078691666666668,-98.07542777777778,"26.078692, -98.075428",1949,1,Low,70.0,80.5546,1.0,1.2,2.171428571428572,0.1305856864142989,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.078692,-98.075428"
